"Amministratori Comunali - elenco completo provincia di ravenna"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"GRAZIANI";"RICCARDO";"M";"12/07/1981";"FAENZA (RA)";"10";"Sindaco";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Laurea Magistrale";"AVVOCATI E PROCURATORI LEGALI"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"BELTRAMI";"LAURA";"F";"31/10/1957";"ALFONSINE (RA)";"50";"Assessore";;;"09/06/2024";"21/06/2024";;"Istruzione Secondaria di Secondo Grado";"Casalinghi/Casalinghe"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"CAPACCI";"LUCA";"M";"13/12/1985";"RAVENNA (RA)";"50";"Assessore";;;"09/06/2024";"21/06/2024";;"Istruzione Secondaria di Secondo Grado";"Esercenti e addetti alla ristorazione e ai pubblici esercizi (cuochi, camerieri, baristi, ecc.)"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"CONTOLI";"ROBERTA";"F";"14/10/1970";"ALFONSINE (RA)";"50";"Assessore";;;"09/06/2024";"21/06/2024";;"Istruzione Secondaria di Secondo Grado";"Esercenti e addetti alle vendite all'ingrosso o al minuto (cassieri, commessi, ecc.)"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"LAUDINI";"ROBERTO";"M";"01/09/1957";"ALGHERO (SS)";"50";"Assessore";;;"09/06/2024";"21/06/2024";;"Istruzione Secondaria di Secondo Grado";"Pensionati e persone ritirate dal lavoro"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"VARDIGLI";"ELISA";"F";"11/05/1982";"LUGO (RA)";"50";"Assessore";"Vicesindaco";;"09/06/2024";"21/06/2024";;"Laurea Magistrale";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"ALI'";"DANIELA ANGELA EMANUELA";"F";"10/04/1985";"BIANCAVILLA (CT)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"09/06/2024";"FUTURO PER ALFONSINE";"Istruzione Secondaria di Secondo Grado";"Casalinghi/Casalinghe"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"BELTRAMI";"LAURA";"F";"31/10/1957";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Casalinghi/Casalinghe"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"CAPACCI";"LUCA";"M";"13/12/1985";"RAVENNA (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Istruzione Secondaria di Secondo Grado";"Esercenti e addetti alla ristorazione e ai pubblici esercizi (cuochi, camerieri, baristi, ecc.)"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"CAVINI";"TIZIANO";"M";"23/09/1955";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Pensionati e persone ritirate dal lavoro"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"FACCANI";"FRANCESCO";"M";"26/05/1959";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Geometri, periti edili e altre professionalità assimilabili a quelle della categoria"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"FOLICALDI";"STEFANO";"M";"26/07/1991";"FAENZA (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Impiegati di aziende, imprese, enti economici e soggetti di diritto privato con qualifiche non direttive"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"GOLFIERI";"ELISABETTA";"F";"25/11/2000";"RAVENNA (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Studenti"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"GRILLI";"ROBERTA";"F";"03/11/1969";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Istruzione Secondaria di Secondo Grado";"Agricoltori e operai agricoli"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"MONTANARI";"ENZO";"M";"08/12/1960";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Laurea Triennale";"Pensionati e persone ritirate dal lavoro"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"MORDENTI";"GERMANO";"M";"07/02/1964";"ALFONSINE (RA)";"120";"Consigliere candidato sindaco";;;"09/06/2024";"09/06/2024";"AREA LIBERALE";"Istruzione Secondaria di Primo Grado";"Imprenditori, gestori e responsabili di piccole imprese"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"PARRUCCI";"MARCO";"M";"12/09/1994";"FAENZA (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Istruzione Secondaria di Secondo Grado";"Agricoltori e operai agricoli"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"PETROLLINO";"GIORGIA";"F";"27/03/1996";"FAENZA (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Istruzione Secondaria di Secondo Grado";"Esercenti e addetti alle vendite all'ingrosso o al minuto (cassieri, commessi, ecc.)"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"TASSINARI";"CRISTINA";"F";"10/07/1957";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"AREA LIBERALE";"Laurea Magistrale";"Pensionati e persone ritirate dal lavoro"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"TUMIATTI";"GUIDO";"M";"07/06/1954";"ALFONSINE (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"AREA LIBERALE";"Laurea Magistrale";"Dentisti e odontostomatologi"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"VALENTI";"ISABELLA";"F";"05/02/1969";"ROMA (RM)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";"ALFONSINE SI'";"Laurea Magistrale";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche direttive"
"08";"066";"0010";"ALFONSINE";"RA";"11506";"VARDIGLI";"ELISA";"F";"11/05/1982";"LUGO (RA)";"120";"Consigliere";;;"09/06/2024";"09/06/2024";;"Laurea Magistrale";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive"
