"Amministratori Comunali - elenco completo provincia di la_spezia"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"07";"039";"0010";"AMEGLIA";"SP";"4484";"GALAZZO";"UMBERTO";"M";"14/02/1966";"LA SPEZIA (SP)";"10";"Sindaco";;;"03/10/2021";"15/10/2021";"UNITI X AMEGLIA";"Laurea Magistrale";"AVVOCATI E PROCURATORI LEGALI"
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CASTAGNA";"SARA";"F";"15/12/1987";"LA SPEZIA (SP)";"50";"Assessore";;;"03/10/2021";"15/10/2021";;;
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CERVIA";"NICOLAS";"M";"31/08/1991";"LA SPEZIA (SP)";"50";"Assessore";;;"03/10/2021";"15/10/2021";;;
"07";"039";"0010";"AMEGLIA";"SP";"4484";"FONTANA";"RAFFAELLA";"F";"16/04/1963";"AMEGLIA (SP)";"50";"Assessore";"Vicesindaco";;"03/10/2021";"15/10/2021";;;"Dottori agronomi e forestali"
"07";"039";"0010";"AMEGLIA";"SP";"4484";"RATTI";"MARZIA";"F";"07/09/1955";"LA SPEZIA (SP)";"50";"Assessore";;;"03/10/2021";"15/10/2021";;;
"07";"039";"0010";"AMEGLIA";"SP";"4484";"BERNAVA";"ANDREA";"M";"04/12/1980";"SARZANA (SP)";"120";"Consigliere";;;"03/10/2021";"15/10/2021";"AMEGLIA CON CIRI SINDACO";"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CADEDDU";"EMANUELE";"M";"03/05/1981";"CARRARA (MS)";"120";"Consigliere";;;"03/10/2021";"15/10/2021";"AMEGLIA CON CIRI SINDACO";"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI TITOLARI E AMMIN. DELEGATI DI IMPRESE COMMERCIALI"
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CASTAGNA";"SARA";"F";"15/12/1987";"LA SPEZIA (SP)";"120";"Consigliere";;;"03/10/2021";"15/10/2021";"UNITI X AMEGLIA";;
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CERVIA";"NICOLAS";"M";"31/08/1991";"LA SPEZIA (SP)";"120";"Consigliere";;;"03/10/2021";"15/10/2021";"UNITI X AMEGLIA";;
"07";"039";"0010";"AMEGLIA";"SP";"4484";"CIRI";"MAURO";"M";"05/08/1947";"VEZZANO LIGURE (SP)";"120";"Consigliere";;;"03/10/2021";"15/10/2021";"AMEGLIA CON CIRI SINDACO";"Laurea Magistrale";"IMPIEGATI  AMMINISTRATIVI CON MANSIONI DIRETTIVE E DI CONCETTO"
