"Amministratori Comunali - elenco completo provincia di trieste"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"GABROVEC";"IGOR";"M";"03/02/1972";"MONFALCONE (GO)";"10";"Sindaco";;;"12/06/2022";"14/06/2022";"PARTITO DEMOCRATICO | PER IL GOLFO ZA ZALIV | RIFONDAZIONE COMUNISTA | SQUADRA IN COMUNE";"Istruzione Secondaria di Secondo Grado";"Scrittori e giornalisti"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"BAN";"MARJANKA";"F";"18/05/1973";"TRIESTE (TS)";"50";"Assessore";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"BLASIG";"IRENE";"F";"28/12/1974";"TRIESTE (TS)";"60";"Assessore non di origine elettiva";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"CELIC";"LORENZO";"M";"06/04/1978";"TRIESTE (TS)";"60";"Assessore non di origine elettiva";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"Chimici"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"PETELIN";"MITJA";"M";"30/07/1977";"TRIESTE (TS)";"60";"Assessore non di origine elettiva";;;"12/06/2022";"23/06/2022";;"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"VERONESE";"MASSIMO";"M";"29/01/1972";"TRIESTE (TS)";"60";"Assessore non di origine elettiva";;;"12/06/2022";"23/06/2022";;"Laurea Magistrale";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche direttive"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"ANTONINI";"VUOKKO";"F";"30/07/1979";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"SQUADRA IN COMUNE";"Specializzazione Post Laurea  o Dottorato di Ricerca o Altri Titoli Post Laurea";"ESERCENTI O ADDETTI AD ATTIVITA' COMMERCIALI O A SERVIZI ALLE PERSONE"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"BAN";"MARJANKA";"F";"18/05/1973";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"SQUADRA IN COMUNE";"Laurea Magistrale";"IMPIEGATI DI AMMINISTRAZIONI, ORGANI ED ENTI PUBBLICI (NON RICOMPRESI IN ALTRE SPECIFICHE CLASSIFICAZIONI)"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"BATTISTA";"STEFANO";"M";"22/10/1969";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"LISTA PALLOTTA";"Istruzione Secondaria di Secondo Grado";"Tecnici e addetti ad attività finanziarie ed assicurative (agenti assicurativi, periti, valutatori di rischio, liquidatori, agenti di borsa e cambio, tecnici dell'intermediazione titoli, addetti a sportelli bancari e assicurativi, addetti ad agenzie di pegno, esattori di fatture e di crediti, ecc.)"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"GRUDEN";"ANTJE";"F";"22/05/2001";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"PARTITO DEMOCRATICO";"Istruzione Secondaria di Secondo Grado";"Studenti"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"KOBAU";"TATJANA";"F";"17/01/1980";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"RIFONDAZIONE COMUNISTA";"Laurea Magistrale";
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"KOCJANCIC";"KEVIN";"M";"05/04/1996";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"SQUADRA IN COMUNE";"Istruzione Secondaria di Secondo Grado";"Impiegati di amministrazioni, organi ed enti pubblici con qualifiche non direttive"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"LEGISA";"ELENA";"F";"20/08/1960";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"RIFONDAZIONE COMUNISTA";"Istruzione Secondaria di Primo Grado";"COMMESSI DI VENDITA E BANCONIERI"
"06";"092";"0010";"DUINO AURISINA";"TS";"8586";"MERVIC";"VLADIMIRO";"M";"23/03/1956";"TRIESTE (TS)";"120";"Consigliere";;;"12/06/2022";"14/06/2022";"PER IL GOLFO ZA ZALIV";"Istruzione Secondaria di Secondo Grado";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
