"Amministratori Comunali - elenco completo provincia di barletta-andria-trani"
"Aggiornato al 17/01/2025"
"codice_regione";"codice_provincia";"codice_comune";"denominazione_comune";"sigla_provincia";"popolazione_censita_alla_data_elezione";"cognome";"nome";"sesso";"data_nascita";"luogo_nascita";"livello_carica";"descrizione_carica";"incarico";"funzione";"data_elezione";"data_entrata_in_carica";"lista_appartenenza/collegamento";"titolo_studio";"professione"
"16";"106";"0010";"ANDRIA";"BT";"100052";"BRUNO";"GIOVANNA";"F";"28/06/1975";"ANDRIA (BA)";"10";"Sindaco";;;"20/09/2020";"13/10/2020";"3 ANDRIA LAB | ANDRIA BENE IN COMUNE | FUTURA RETE CIVICA POPOLARE | PARTITO DEMOCRATICO";"Laurea Magistrale";"SPECIALISTI IN SCIENZE GIURIDICHE"
"16";"106";"0010";"ANDRIA";"BT";"100052";"COLASUONNO";"PASQUALE";"M";"06/10/1954";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;"Istruzione Secondaria di Secondo Grado";"TECNICI DELLA RADIO, DELLA TELEVISIONE, DEL CINEMA E OPERATORI DI PROIEZIONE"
"16";"106";"0010";"ANDRIA";"BT";"100052";"CONVERSANO";"ADDOLORATA";"F";"29/03/1967";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;"Istruzione Secondaria di Secondo Grado";"SPECIALISTI IN DISCIPLINE LINGUISTICHE, LETTERARIE E DOCUMENTALI"
"16";"106";"0010";"ANDRIA";"BT";"100052";"CURCURUTO";"ANNA MARIA";"F";"14/05/1950";"BRINDISI (BR)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;"Laurea Magistrale";"Pensionati e persone ritirate dal lavoro"
"16";"106";"0010";"ANDRIA";"BT";"100052";"DI BARI";"DANIELA";"F";"12/12/1975";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;"Laurea Magistrale";"IMPRENDITORI, AMMINISTRATORI, DIRETTORI, GESTORI E RESPONSABILI DI AZIENDE PRIVATE"
"16";"106";"0010";"ANDRIA";"BT";"100052";"DI LEO";"VIVIANA ROSARIA";"F";"01/04/1987";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;;
"16";"106";"0010";"ANDRIA";"BT";"100052";"LOCONTE";"MARIO";"M";"13/04/1978";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"31/10/2020";;"Laurea Magistrale";"INGEGNERI, ARCHITETTI E ALTRI SPECIALISTI E TECNICI IN MATERIA DI SCIENZE INGEGNERISTICHE, SICUREZZA E TUTELA DEL TERRITORIO, DEGLI EDIFICI E DELL'AMBIENTE, QUALITA' INDUSTRIALE"
"16";"106";"0010";"ANDRIA";"BT";"100052";"LOSAPPIO";"SAVINO";"M";"06/10/1967";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"30/01/2023";;"Laurea Magistrale";"Dirigenti di altri Enti (di ricerca, ecc.), Istituzioni (scolastiche, sanitarie, ecc.), Università, Aziende di natura pubblica non economica"
"16";"106";"0010";"ANDRIA";"BT";"100052";"TROIA";"CESAREO";"M";"17/03/1967";"ANDRIA (BA)";"50";"Assessore";"Vicesindaco";;"20/09/2020";"31/10/2020";;"Istruzione Secondaria di Secondo Grado";"IMPIEGATI  AMMINISTRATIVI NON ALTROVE CLASSIFICATI"
"16";"106";"0010";"ANDRIA";"BT";"100052";"VILELLA";"PASQUALE";"M";"05/05/1966";"ANDRIA (BA)";"50";"Assessore";;;"20/09/2020";"19/04/2022";;"Nessun Titolo di Studio";
